order_id,order_date,gross_amount,commission_fee,transaction_fee,shipping_subsidy,refund_flag,refund_amount,net_amount
ORD0002011,2025-09-15,135.24,4.9,1.74,4.09,0,0.0,132.69
ORD0002012,2025-09-15,115.99,3.49,1.44,7.03,0,0.0,118.09
ORD0002013,2025-09-15,247.61,6.72,4.42,7.4,0,0.0,243.87
ORD0002014,2025-09-15,44.24,1.89,0.6,6.74,0,0.0,48.49
ORD0002015,2025-09-15,130.08,5.92,1.95,6.74,0,0.0,128.95
ORD0002016,2025-09-15,189.78,5.62,3.18,6.11,0,0.0,187.09
ORD0002017,2025-09-15,254.06,7.17,4.63,5.18,0,0.0,247.44
ORD0002018,2025-09-15,149.33,4.19,1.94,1.98,0,0.0,145.18
ORD0002019,2025-09-15,289.11,6.22,3.5,8.43,0,0.0,287.82
ORD0002020,2025-09-15,441.64,12.56,8.74,9.64,0,0.0,429.98
ORD0002021,2025-09-15,280.99,5.84,3.71,4.66,0,0.0,276.1
ORD0002022,2025-09-15,157.68,6.88,2.63,9.33,0,0.0,157.5
ORD0002023,2025-09-15,49.75,1.38,0.83,9.98,1,61.52,-4.0
ORD0002024,2025-09-15,85.6,3.48,1.3,4.86,0,0.0,85.68
ORD0002025,2025-09-15,289.38,10.5,3.55,7.24,0,0.0,282.57
ORD0002026,2025-09-15,348.18,15.71,3.97,6.44,0,0.0,334.94
ORD0002027,2025-09-15,43.84,2.14,0.65,2.37,0,0.0,43.42
ORD0002028,2025-09-16,207.2,6.52,2.75,3.36,0,0.0,201.29
ORD0002029,2025-09-16,25.99,0.67,0.28,7.1,0,0.0,32.14
ORD0002030,2025-09-16,103.49,3.89,1.52,7.8,1,16.18,89.7
ORD0002031,2025-09-16,90.77,3.86,1.37,7.78,0,0.0,93.32
ORD0002032,2025-09-16,75.62,3.22,1.34,2.69,0,0.0,73.75
ORD0002033,2025-09-16,333.94,10.25,5.48,6.54,0,0.0,324.75
ORD0002034,2025-09-16,85.45,3.04,1.6,1.48,0,0.0,82.29
ORD0002035,2025-09-16,61.1,2.62,1.09,4.95,0,0.0,62.34
ORD0002036,2025-09-16,203.64,4.41,2.78,0.03,0,0.0,196.48
ORD0002037,2025-09-16,139.53,3.09,2.28,1.94,0,0.0,136.1
ORD0002038,2025-09-16,90.01,2.82,1.57,6.32,0,0.0,91.94
ORD0002039,2025-09-16,90.14,2.41,1.76,8.74,0,0.0,94.71
ORD0002040,2025-09-16,142.98,4.47,2.03,0.49,0,0.0,136.97
ORD0002041,2025-09-16,277.69,6.33,4.58,5.59,0,0.0,272.37
ORD0002042,2025-09-16,383.89,14.5,5.35,6.37,0,0.0,370.41
ORD0002043,2025-09-16,429.33,17.24,7.46,9.32,0,0.0,413.95
ORD0002044,2025-09-16,380.68,16.66,7.28,6.55,0,0.0,363.29
ORD0002045,2025-09-16,321.54,12.71,6.17,1.03,0,0.0,303.69
ORD0002046,2025-09-16,455.66,14.53,5.27,1.47,0,0.0,437.33
ORD0002047,2025-09-16,269.47,12.95,3.24,6.36,0,0.0,259.64
ORD0002048,2025-09-16,324.01,13.54,5.69,2.16,0,0.0,306.94
ORD0002049,2025-09-16,217.58,7.8,3.55,9.28,0,0.0,215.51
ORD0002050,2025-09-16,177.14,4.64,3.37,9.21,0,0.0,178.34
ORD0002051,2025-09-16,179.22,7.07,2.35,9.49,0,0.0,179.29
ORD0002052,2025-09-16,91.19,3.44,1.69,2.93,0,0.0,88.99
ORD0002053,2025-09-16,402.37,16.3,6.78,7.17,0,0.0,386.46
ORD0002054,2025-09-16,46.58,2.02,0.56,6.63,0,0.0,50.63
ORD0002055,2025-09-16,343.85,16.32,3.87,0.36,0,0.0,324.02
ORD0002056,2025-09-16,434.94,21.08,7.41,2.66,0,0.0,409.11
ORD0002057,2025-09-16,258.77,10.07,3.0,2.07,0,0.0,247.77
ORD0002058,2025-09-16,53.7,2.63,0.96,3.71,0,0.0,53.82
ORD0002059,2025-09-16,225.64,10.68,3.51,9.53,0,0.0,220.98
ORD0002060,2025-09-16,184.75,3.71,2.73,8.46,0,0.0,186.77
ORD0002061,2025-09-16,493.06,19.29,6.29,2.93,0,0.0,470.41
ORD0002062,2025-09-16,351.81,8.92,6.98,5.3,0,0.0,341.21
ORD0002063,2025-09-16,366.25,10.57,6.31,1.92,0,0.0,351.29
ORD0002064,2025-09-16,267.6,7.74,4.76,2.77,0,0.0,257.87
ORD0002065,2025-09-16,360.52,12.44,6.38,0.65,0,0.0,342.35
ORD0002066,2025-09-16,366.83,7.46,5.81,6.43,0,0.0,359.99
ORD0002067,2025-09-16,51.85,1.4,1.01,6.57,0,0.0,56.01
ORD0002068,2025-09-16,126.85,2.65,2.01,8.39,0,0.0,130.58
ORD0002069,2025-09-16,26.22,1.04,0.4,8.72,0,0.0,33.5
ORD0002070,2025-09-16,264.71,12.36,3.37,1.6,0,0.0,250.58
ORD0002071,2025-09-16,440.38,21.99,5.64,7.43,0,0.0,420.18
ORD0002072,2025-09-16,312.59,10.46,5.43,1.35,0,0.0,298.05
ORD0002073,2025-09-16,260.1,7.23,3.47,3.74,1,110.74,142.4
ORD0002074,2025-09-16,464.46,21.18,8.03,5.16,0,0.0,440.41
ORD0002075,2025-09-16,102.66,2.4,2.0,0.49,0,0.0,98.75
ORD0002076,2025-09-16,55.81,2.75,0.8,1.57,0,0.0,53.83
ORD0002077,2025-09-16,460.31,19.08,5.05,2.71,1,42.14,396.75
ORD0002078,2025-09-16,453.34,15.92,7.56,1.28,0,0.0,431.14
ORD0002079,2025-09-16,347.83,7.97,3.51,9.34,0,0.0,345.69
ORD0002080,2025-09-16,138.07,2.84,2.47,2.88,0,0.0,135.64
ORD0002081,2025-09-16,485.49,17.64,7.41,5.01,0,0.0,465.45
ORD0002082,2025-09-16,387.37,12.56,5.77,9.97,0,0.0,379.01
ORD0002083,2025-09-16,343.47,15.55,5.39,5.67,0,0.0,328.2
ORD0002084,2025-09-16,127.0,4.99,1.93,4.11,0,0.0,124.19
ORD0002085,2025-09-16,266.28,8.78,3.52,9.3,0,0.0,263.28
ORD0002086,2025-09-16,414.84,11.11,5.32,2.22,0,0.0,400.63
ORD0002087,2025-09-16,432.92,14.9,6.13,1.8,0,0.0,413.69
ORD0002088,2025-09-16,289.49,7.21,5.49,5.35,0,0.0,282.14
ORD0002089,2025-09-16,270.94,10.84,3.08,4.27,0,0.0,261.29
ORD0002090,2025-09-16,354.89,13.55,4.7,7.97,0,0.0,344.61
ORD0002091,2025-09-16,273.56,12.12,3.26,0.42,0,0.0,258.6
ORD0002092,2025-09-16,220.49,7.38,3.15,6.18,0,0.0,216.14
ORD0002093,2025-09-16,61.0,1.73,0.69,7.11,0,0.0,65.69
ORD0002094,2025-09-16,80.5,3.63,1.42,9.72,0,0.0,85.17
ORD0002095,2025-09-16,384.93,15.68,4.25,1.46,0,0.0,366.46
ORD0002096,2025-09-16,31.84,1.31,0.53,2.46,0,0.0,32.46
ORD0002097,2025-09-16,45.11,1.62,0.57,9.32,0,0.0,52.24
ORD0002098,2025-09-16,454.23,21.02,6.69,6.31,0,0.0,432.83
ORD0002099,2025-09-16,357.92,9.6,4.29,0.38,1,139.65,204.76
ORD0002100,2025-09-16,22.02,0.71,0.38,0.77,0,0.0,21.7
ORD0002101,2025-09-16,169.78,7.45,3.31,7.85,0,0.0,166.87
ORD0002102,2025-09-16,386.39,9.27,4.72,5.67,0,0.0,378.07
ORD0002103,2025-09-16,220.45,9.75,4.31,5.65,0,0.0,212.04
ORD0002104,2025-09-16,245.02,7.49,3.25,8.8,0,0.0,243.08
ORD0002105,2025-09-16,240.22,5.71,3.74,2.41,0,0.0,233.18
ORD0002106,2025-09-16,117.02,2.62,1.99,1.6,0,0.0,114.01
ORD0002107,2025-09-16,366.27,16.59,4.39,6.14,0,0.0,351.43
ORD0002108,2025-09-16,69.44,3.01,1.0,8.82,1,126.95,-52.7
ORD0002109,2025-09-16,263.48,7.55,2.81,2.65,0,0.0,255.77
ORD0002110,2025-09-16,101.58,2.39,1.72,6.81,0,0.0,104.28
ORD0002111,2025-09-16,42.34,1.16,0.6,1.52,1,156.56,-114.46
ORD0002112,2025-09-16,88.76,2.34,1.68,1.72,0,0.0,86.46
ORD0002113,2025-09-16,437.28,18.36,5.57,9.02,0,0.0,422.37
ORD0002114,2025-09-16,104.55,2.77,2.01,1.18,0,0.0,100.95
ORD0002115,2025-09-16,153.62,4.07,1.75,0.24,0,0.0,148.04
ORD0002116,2025-09-16,86.29,1.81,1.39,7.75,0,0.0,90.84
ORD0002117,2025-09-16,373.06,14.14,4.88,3.63,1,189.65,168.02
ORD0002118,2025-09-16,233.82,9.51,2.76,3.97,0,0.0,225.52
ORD0002119,2025-09-16,472.94,18.73,5.17,8.0,0,0.0,457.04
ORD0002120,2025-09-16,338.88,12.56,5.61,1.8,0,0.0,322.51
ORD0002121,2025-09-16,275.07,13.47,3.39,6.5,0,0.0,264.71
ORD0002122,2025-09-16,335.18,11.46,5.27,3.14,0,0.0,321.59
ORD0002123,2025-09-16,39.4,1.8,0.78,1.04,0,0.0,37.86
ORD0002124,2025-09-16,476.32,18.76,6.27,6.87,0,0.0,458.16
ORD0002125,2025-09-16,479.09,10.79,4.96,3.19,0,0.0,466.53
ORD0002126,2025-09-16,152.55,6.76,1.74,8.67,0,0.0,152.72
ORD0002127,2025-09-16,321.58,12.07,3.6,9.19,0,0.0,315.1
ORD0002128,2025-09-16,116.92,4.63,1.71,8.49,0,0.0,119.07
ORD0002129,2025-09-16,282.79,7.18,4.93,3.22,0,0.0,273.9
ORD0002130,2025-09-16,389.98,12.92,5.06,2.37,0,0.0,374.37
ORD0002131,2025-09-16,471.11,21.87,5.4,8.93,0,0.0,452.77
ORD0002132,2025-09-16,182.82,4.84,3.0,4.53,0,0.0,179.51
ORD0002133,2025-09-16,352.88,7.06,4.59,7.08,0,0.0,348.31
ORD0002134,2025-09-16,363.89,10.09,5.73,8.27,0,0.0,356.34
ORD0002135,2025-09-16,126.15,4.37,2.44,2.78,0,0.0,122.12
ORD0002136,2025-09-16,321.94,14.37,4.16,1.19,0,0.0,304.6
ORD0002137,2025-09-16,334.6,13.15,5.06,6.25,0,0.0,322.64
ORD0002138,2025-09-16,386.76,18.4,6.99,5.9,0,0.0,367.27
ORD0002139,2025-09-16,499.97,16.83,8.46,2.7,1,46.38,431.0
ORD0002140,2025-09-16,39.31,1.25,0.69,5.85,0,0.0,43.22
ORD0002141,2025-09-16,117.11,3.16,2.08,7.9,0,0.0,119.77
ORD0002142,2025-09-16,89.64,2.38,1.38,3.5,0,0.0,89.38
ORD0002143,2025-09-16,94.13,3.96,1.45,2.42,1,178.86,-87.72
ORD0002144,2025-09-16,238.04,5.33,4.09,7.25,0,0.0,235.87
ORD0002145,2025-09-16,441.7,12.05,7.5,7.86,0,0.0,430.01
ORD0002146,2025-09-16,235.39,10.96,3.93,9.54,0,0.0,230.04
ORD0002147,2025-09-16,340.87,12.72,4.71,1.48,0,0.0,324.92
ORD0002148,2025-09-16,200.72,4.29,3.67,8.89,0,0.0,201.65
ORD0002149,2025-09-16,173.44,7.13,2.14,7.65,0,0.0,171.82
ORD0002150,2025-09-16,420.43,14.8,4.86,7.02,0,0.0,407.79
ORD0002151,2025-09-16,334.66,15.27,4.5,3.13,0,0.0,318.02
ORD0002152,2025-09-16,188.43,7.63,2.36,0.22,0,0.0,178.66
ORD0002153,2025-09-16,458.8,9.24,7.63,5.08,0,0.0,447.01
ORD0002154,2025-09-16,259.29,6.79,3.19,2.86,0,0.0,252.17
ORD0002155,2025-09-16,110.37,3.06,1.83,2.9,1,155.83,-47.45
ORD0002156,2025-09-16,251.95,10.35,3.81,9.27,0,0.0,247.06
ORD0002157,2025-09-16,343.86,12.13,3.96,1.53,0,0.0,329.3
ORD0002158,2025-09-16,196.21,8.32,2.47,9.34,0,0.0,194.76
ORD0002159,2025-09-16,425.02,15.04,6.47,5.04,0,0.0,408.55
ORD0002160,2025-09-16,275.91,8.23,4.78,8.38,0,0.0,271.28
ORD0002161,2025-09-16,244.53,5.65,3.42,2.84,0,0.0,238.3
ORD0002162,2025-09-16,432.18,11.27,5.33,6.34,0,0.0,421.92
ORD0002163,2025-09-16,242.2,7.76,3.14,5.57,0,0.0,236.87
ORD0002164,2025-09-16,218.92,8.0,2.4,9.24,0,0.0,217.76
ORD0002165,2025-09-16,69.78,3.36,0.72,1.79,0,0.0,67.49
ORD0002166,2025-09-16,194.0,5.28,3.83,2.05,0,0.0,186.94
ORD0002167,2025-09-16,210.58,8.42,2.31,9.49,0,0.0,209.34
ORD0002168,2025-09-16,106.7,2.62,1.2,0.98,0,0.0,103.86
ORD0002169,2025-09-16,302.16,12.51,5.65,6.35,0,0.0,290.35
ORD0002170,2025-09-16,89.04,1.81,1.48,0.61,0,0.0,86.36
ORD0002171,2025-09-16,127.37,5.05,1.83,0.77,0,0.0,121.26
ORD0002172,2025-09-16,289.32,7.2,4.77,5.97,0,0.0,283.32
ORD0002173,2025-09-16,149.11,3.79,2.89,5.51,0,0.0,147.94
ORD0002174,2025-09-16,327.04,12.02,3.6,5.73,0,0.0,317.15
ORD0002175,2025-09-16,351.45,10.99,4.37,4.74,0,0.0,340.83
ORD0002176,2025-09-16,164.62,5.62,3.06,7.42,0,0.0,163.36
ORD0002177,2025-09-16,61.95,1.81,1.1,9.92,0,0.0,68.96
ORD0002178,2025-09-16,254.94,12.39,5.08,2.76,0,0.0,240.23
ORD0002179,2025-09-16,64.59,1.86,0.85,3.23,0,0.0,65.11
ORD0002180,2025-09-16,267.31,9.69,5.2,3.23,0,0.0,255.65
ORD0002181,2025-09-16,368.58,16.82,4.95,7.63,0,0.0,354.44
ORD0002182,2025-09-16,317.76,12.69,5.45,3.48,0,0.0,303.1
ORD0002183,2025-09-16,235.17,6.98,4.43,6.77,0,0.0,230.53
ORD0002184,2025-09-16,474.01,17.34,5.55,4.46,1,13.29,442.29
ORD0002185,2025-09-16,68.84,1.55,0.83,6.08,0,0.0,72.54
ORD0002186,2025-09-16,442.4,16.09,6.99,8.29,0,0.0,427.61
ORD0002187,2025-09-16,404.06,13.31,7.45,5.14,0,0.0,388.44
ORD0002188,2025-09-16,221.47,9.47,2.39,4.75,1,165.82,48.54
ORD0002189,2025-09-16,93.38,4.24,1.73,2.67,0,0.0,90.08
ORD0002190,2025-09-16,94.82,2.46,1.27,5.16,0,0.0,96.25
ORD0002191,2025-09-16,462.47,10.38,6.5,2.62,0,0.0,448.21
ORD0002192,2025-09-16,132.18,4.19,1.77,8.44,0,0.0,134.66
ORD0002193,2025-09-16,439.58,15.84,8.4,3.89,0,0.0,419.23
ORD0002194,2025-09-16,261.58,8.19,2.96,1.29,0,0.0,251.72
ORD0002195,2025-09-16,241.63,9.39,3.8,2.4,0,0.0,230.84
ORD0002196,2025-09-16,317.37,11.16,3.64,5.35,0,0.0,307.92
ORD0002197,2025-09-16,123.22,5.93,2.38,9.16,0,0.0,124.07
ORD0002198,2025-09-16,225.62,7.28,4.06,3.01,0,0.0,217.29
ORD0002199,2025-09-16,470.47,10.57,5.8,2.64,0,0.0,456.74
ORD0002200,2025-09-16,134.36,3.9,1.74,4.07,0,0.0,132.79
ORD0002201,2025-09-16,462.36,17.65,6.39,9.68,0,0.0,448.0
ORD0002202,2025-09-16,497.22,13.76,6.99,8.45,1,34.69,450.23
ORD0002203,2025-09-16,44.92,1.26,0.82,1.5,1,5.74,38.6
ORD0002204,2025-09-16,275.06,8.3,4.3,6.14,0,0.0,268.6
ORD0002205,2025-09-16,102.47,4.34,1.46,7.92,0,0.0,104.59
ORD0002206,2025-09-16,318.42,15.35,5.48,7.68,0,0.0,305.27
ORD0002207,2025-09-16,494.98,15.1,7.22,4.89,0,0.0,477.55
ORD0002208,2025-09-16,450.5,11.65,5.08,7.32,0,0.0,441.09
ORD0002209,2025-09-16,463.93,15.13,5.14,5.84,0,0.0,449.5
ORD0002210,2025-09-16,122.41,3.74,1.62,2.01,0,0.0,119.06
ORD0002211,2025-09-16,280.31,13.93,4.49,0.56,0,0.0,262.45
ORD0002212,2025-09-16,132.72,4.5,1.51,3.69,0,0.0,130.4
ORD0002213,2025-09-16,451.72,18.24,7.0,0.62,0,0.0,427.1
ORD0002214,2025-09-16,111.75,5.3,1.42,3.95,0,0.0,108.98
ORD0002215,2025-09-16,93.9,3.65,1.59,8.29,0,0.0,96.95
ORD0002216,2025-09-16,25.84,0.71,0.27,8.44,0,0.0,33.3
ORD0002217,2025-09-16,107.33,4.1,1.58,0.34,0,0.0,101.99
ORD0002218,2025-09-16,111.09,3.56,1.17,0.7,0,0.0,107.06
ORD0002219,2025-09-16,57.2,1.87,0.76,6.7,0,0.0,61.27
ORD0002220,2025-09-16,436.52,21.56,4.43,5.0,0,0.0,415.53
ORD0002221,2025-09-16,394.4,11.18,5.79,1.49,0,0.0,378.92
ORD0002222,2025-09-16,142.15,4.84,2.51,8.06,0,0.0,142.86
ORD0002223,2025-09-16,395.96,9.82,4.36,2.16,0,0.0,383.94
ORD0002224,2025-09-16,222.64,5.65,3.86,0.78,0,0.0,213.91
ORD0002225,2025-09-16,392.25,14.95,6.21,7.5,0,0.0,378.59
ORD0002226,2025-09-16,175.04,7.44,2.63,6.08,0,0.0,171.05
ORD0002227,2025-09-16,291.03,11.38,4.65,3.94,0,0.0,278.94
ORD0002228,2025-09-17,426.61,16.29,7.3,0.91,0,0.0,403.93
ORD0002229,2025-09-17,257.93,9.78,4.84,7.03,0,0.0,250.34
ORD0002230,2025-09-17,497.44,21.67,9.58,6.93,0,0.0,473.12
ORD0002231,2025-09-17,400.81,8.91,4.84,6.69,0,0.0,393.75
ORD0002232,2025-09-17,437.22,11.41,5.23,5.16,0,0.0,425.74
ORD0002233,2025-09-17,391.2,18.5,6.07,9.67,0,0.0,376.3
ORD0002234,2025-09-17,70.84,2.63,1.41,5.02,0,0.0,71.82
ORD0002235,2025-09-17,51.21,1.73,0.76,8.38,0,0.0,57.1
ORD0002236,2025-09-17,459.24,19.49,6.11,2.63,0,0.0,436.27
ORD0002237,2025-09-17,86.33,4.06,1.33,8.06,0,0.0,89.0
ORD0002238,2025-09-17,207.79,5.8,2.21,9.97,0,0.0,209.75
ORD0002239,2025-09-17,312.76,14.71,3.68,9.1,0,0.0,303.47
ORD0002240,2025-09-17,121.71,2.83,1.4,3.04,0,0.0,120.52
ORD0002241,2025-09-17,128.14,6.32,1.32,8.46,0,0.0,128.96
ORD0002242,2025-09-17,243.8,6.08,4.2,0.95,0,0.0,234.47
ORD0002243,2025-09-17,193.23,5.41,2.56,6.78,0,0.0,192.04
ORD0002244,2025-09-17,344.76,7.89,4.03,3.42,0,0.0,336.26
ORD0002245,2025-09-17,56.04,2.47,0.85,6.59,0,0.0,59.31
ORD0002246,2025-09-17,254.6,12.61,3.37,4.12,0,0.0,242.74
ORD0002247,2025-09-17,103.64,3.0,1.44,0.09,0,0.0,99.29
ORD0002248,2025-09-17,311.23,9.26,4.09,2.31,0,0.0,300.19
ORD0002249,2025-09-17,75.78,2.15,0.76,0.42,1,81.24,-7.95
ORD0002250,2025-09-17,114.86,2.83,1.94,4.27,0,0.0,114.36
ORD0002251,2025-09-17,405.87,17.71,4.51,8.4,0,0.0,392.05
ORD0002252,2025-09-17,132.88,2.9,1.62,7.38,0,0.0,135.74
ORD0002253,2025-09-17,373.79,18.33,4.45,7.89,0,0.0,358.9
ORD0002254,2025-09-17,151.07,7.22,2.01,8.07,0,0.0,149.91
ORD0002255,2025-09-17,132.81,3.13,1.54,3.72,0,0.0,131.86
ORD0002256,2025-09-17,163.59,5.87,2.2,5.06,0,0.0,160.58
ORD0002257,2025-09-17,442.85,22.05,5.51,5.08,0,0.0,420.37
ORD0002258,2025-09-17,210.64,9.6,2.24,1.13,0,0.0,199.93
ORD0002259,2025-09-17,137.01,5.68,2.56,5.98,0,0.0,134.75
ORD0002260,2025-09-17,277.59,5.74,3.62,7.2,0,0.0,275.43
ORD0002261,2025-09-17,205.11,4.52,2.25,6.11,0,0.0,204.45
ORD0002262,2025-09-17,399.29,17.5,6.08,7.46,0,0.0,383.17
ORD0002263,2025-09-17,495.41,15.5,5.56,1.19,1,180.44,295.1
ORD0002264,2025-09-17,272.76,10.92,4.84,7.61,0,0.0,264.61
ORD0002265,2025-09-17,236.84,9.99,2.51,2.08,0,0.0,226.42
ORD0002266,2025-09-17,184.66,6.03,2.7,8.77,0,0.0,184.7
ORD0002267,2025-09-17,487.2,11.84,9.47,2.45,0,0.0,468.34
ORD0002268,2025-09-17,251.98,7.96,2.92,4.92,1,114.4,131.62
ORD0002269,2025-09-17,105.44,4.86,1.27,4.87,0,0.0,104.18
ORD0002270,2025-09-17,485.22,14.52,7.77,2.69,0,0.0,465.62
ORD0002271,2025-09-17,481.22,10.53,9.53,3.62,0,0.0,464.78
ORD0002272,2025-09-17,229.15,11.18,3.18,1.86,0,0.0,216.65
ORD0002273,2025-09-17,187.13,7.56,3.09,5.7,0,0.0,182.18
ORD0002274,2025-09-17,346.61,12.56,3.99,9.13,0,0.0,339.19
ORD0002275,2025-09-17,417.88,18.75,6.86,3.17,0,0.0,395.44
ORD0002276,2025-09-17,259.3,8.38,3.25,5.08,0,0.0,252.75
ORD0002277,2025-09-17,178.79,8.86,2.88,8.62,0,0.0,175.67
ORD0002278,2025-09-17,164.67,7.53,1.79,4.52,0,0.0,159.87
ORD0002279,2025-09-17,176.77,5.02,2.7,8.31,0,0.0,177.36
ORD0002280,2025-09-17,76.66,2.39,0.95,4.46,0,0.0,77.78
ORD0002281,2025-09-17,393.74,11.13,6.62,4.4,1,73.81,306.58
ORD0002282,2025-09-17,70.38,2.8,1.23,1.57,0,0.0,67.92
ORD0002283,2025-09-17,211.19,8.27,3.9,1.25,0,0.0,200.27
ORD0002284,2025-09-17,420.77,15.01,8.38,6.11,0,0.0,403.49
ORD0002285,2025-09-17,213.97,10.48,3.12,8.27,0,0.0,208.64
ORD0002286,2025-09-17,161.49,5.52,2.7,1.35,0,0.0,154.62
ORD0002287,2025-09-17,475.16,20.68,4.84,9.1,0,0.0,458.74
ORD0002288,2025-09-17,80.74,3.21,1.54,3.59,0,0.0,79.58
ORD0002289,2025-09-17,444.73,15.81,7.19,4.25,0,0.0,425.98
ORD0002290,2025-09-17,49.8,1.06,0.71,8.94,0,0.0,56.97
ORD0002291,2025-09-17,218.49,8.68,3.13,8.96,0,0.0,215.64
ORD0002292,2025-09-17,323.23,12.7,5.68,5.25,0,0.0,310.1
ORD0002293,2025-09-17,197.62,4.69,3.62,2.77,0,0.0,192.08
ORD0002294,2025-09-17,276.61,12.14,5.0,1.72,0,0.0,261.19
ORD0002295,2025-09-17,117.92,4.01,1.78,2.72,0,0.0,114.85
ORD0002296,2025-09-17,293.14,8.71,4.02,7.81,0,0.0,288.22
ORD0002297,2025-09-17,84.59,3.78,1.65,3.25,0,0.0,82.41
ORD0002298,2025-09-17,402.13,12.18,6.57,6.95,0,0.0,390.33
ORD0002299,2025-09-17,300.22,11.61,4.63,1.95,0,0.0,285.93
ORD0002300,2025-09-17,251.33,9.69,4.02,4.79,0,0.0,242.41
ORD0002301,2025-09-17,46.24,1.0,0.75,3.52,0,0.0,48.01
ORD0002302,2025-09-17,259.89,8.49,4.45,5.04,0,0.0,251.99
ORD0002303,2025-09-17,290.51,7.75,4.51,5.7,0,0.0,283.95
ORD0002304,2025-09-17,147.52,3.83,2.77,9.91,0,0.0,150.83
ORD0002305,2025-09-17,345.24,13.69,6.42,9.0,0,0.0,334.13
ORD0002306,2025-09-17,56.85,1.16,0.82,6.96,0,0.0,61.83
ORD0002307,2025-09-17,120.17,5.9,1.4,1.54,0,0.0,114.41
ORD0002308,2025-09-17,374.02,11.92,5.9,9.19,0,0.0,365.39
ORD0002309,2025-09-17,90.67,2.63,1.47,8.93,0,0.0,95.5
ORD0002310,2025-09-17,137.86,6.56,2.1,8.87,0,0.0,138.07
ORD0002311,2025-09-17,332.41,11.5,6.28,4.79,0,0.0,319.42
ORD0002312,2025-09-17,369.84,14.21,4.04,1.71,0,0.0,353.3
ORD0002313,2025-09-17,44.71,1.83,0.58,7.54,0,0.0,49.84
ORD0002314,2025-09-17,80.76,3.73,1.51,3.89,0,0.0,79.41
ORD0002315,2025-09-17,234.14,5.59,4.54,3.45,0,0.0,227.46
ORD0002316,2025-09-17,304.54,6.84,4.34,3.91,0,0.0,297.27
ORD0002317,2025-09-17,237.81,11.85,2.84,5.59,0,0.0,228.71
ORD0002318,2025-09-17,330.59,6.7,4.7,3.34,0,0.0,322.53
ORD0002319,2025-09-17,382.88,15.79,5.58,6.9,0,0.0,368.41
ORD0002320,2025-09-17,475.78,18.24,7.23,6.48,0,0.0,456.79
ORD0002321,2025-09-17,187.94,6.87,2.4,5.09,0,0.0,183.76
ORD0002322,2025-09-17,98.29,4.28,1.29,0.54,0,0.0,93.26
ORD0002323,2025-09-17,146.76,7.3,2.43,9.37,0,0.0,146.4
ORD0002324,2025-09-17,91.12,1.95,1.48,4.12,0,0.0,91.81
ORD0002325,2025-09-17,209.24,8.04,3.48,4.49,0,0.0,202.21
ORD0002326,2025-09-17,438.83,18.21,6.04,4.56,1,158.62,260.52
ORD0002327,2025-09-17,186.59,5.44,2.49,3.65,0,0.0,182.31
ORD0002328,2025-09-17,91.43,4.28,1.24,6.75,0,0.0,92.66
ORD0002329,2025-09-17,270.86,9.13,5.28,0.14,0,0.0,256.59
ORD0002330,2025-09-17,496.13,12.37,6.92,8.74,0,0.0,485.58
ORD0002331,2025-09-17,110.33,5.03,1.77,1.02,0,0.0,104.55
ORD0002332,2025-09-17,393.38,19.0,5.99,10.0,1,63.46,314.93
ORD0002333,2025-09-17,415.21,9.54,7.79,6.28,0,0.0,404.16
ORD0002334,2025-09-17,212.64,9.05,2.91,0.66,0,0.0,201.34
ORD0002335,2025-09-17,317.38,8.39,4.55,5.62,0,0.0,310.06
ORD0002336,2025-09-17,227.54,4.6,4.19,3.31,0,0.0,222.06
ORD0002337,2025-09-17,145.92,4.06,1.69,9.53,0,0.0,149.7
ORD0002338,2025-09-17,224.54,10.25,3.58,7.55,0,0.0,218.26
ORD0002339,2025-09-17,65.74,1.59,0.92,5.07,0,0.0,68.3
ORD0002340,2025-09-17,359.34,8.6,7.14,4.3,0,0.0,347.9
ORD0002341,2025-09-17,418.01,17.63,7.2,9.96,0,0.0,403.14
ORD0002342,2025-09-17,167.55,5.39,1.69,6.67,0,0.0,167.14
ORD0002343,2025-09-17,291.91,7.14,5.37,5.14,0,0.0,284.54
ORD0002344,2025-09-17,131.43,3.54,2.24,3.98,0,0.0,129.63
ORD0002345,2025-09-17,81.18,3.56,1.27,3.25,0,0.0,79.6
ORD0002346,2025-09-17,338.54,13.1,4.18,7.05,0,0.0,328.31
ORD0002347,2025-09-17,84.37,3.61,0.97,5.88,0,0.0,85.67
ORD0002348,2025-09-17,395.35,9.07,6.44,8.48,0,0.0,388.32
ORD0002349,2025-09-17,150.44,5.08,2.17,5.54,0,0.0,148.73
ORD0002350,2025-09-17,412.89,18.13,7.69,5.82,0,0.0,392.89
ORD0002351,2025-09-17,196.88,5.51,2.49,4.77,0,0.0,193.65
ORD0002352,2025-09-17,197.04,4.94,3.23,7.63,0,0.0,196.5
ORD0002353,2025-09-17,380.27,11.96,4.75,4.15,0,0.0,367.71
ORD0002354,2025-09-17,264.93,7.95,4.34,8.52,0,0.0,261.16
ORD0002355,2025-09-17,116.47,2.98,1.22,3.27,0,0.0,115.54
ORD0002356,2025-09-17,428.2,20.82,5.96,6.93,0,0.0,408.35
ORD0002357,2025-09-17,183.27,6.32,2.15,8.93,0,0.0,183.73
ORD0002358,2025-09-17,69.33,2.65,1.11,7.69,0,0.0,73.26
